Fichier,ID,Nb retweet,Nb like,Nb réponses,Nb citations,Hashtags,Texte,Mots,Phrases,Tags POS,Sentiment,Polarité,Subjectivité,Phrases nominales,Texte corrigé,Texte tokénizé
273649316919394304.json,273649316919394304,0,0,0,0,"['#CARCINOID', '#CANCER', '#FIGHTING', '#SPORT']",Season 3 Week 1 Game 1 3pts #carcinoid #cancer #fighting #sport http://t.co/mpRQop1j,"['Season', '3', 'Week', '1', 'Game', '1', '3pts', 'carcinoid', 'cancer', 'fighting', 'sport', 'http', 't.co/mpRQop1j']","[Sentence(""Season 3 Week 1 Game 1 3pts #carcinoid #cancer #fighting #sport http://t.co/mpRQop1j"")]","[('Season', 'NNP'), ('3', 'CD'), ('Week', 'NNP'), ('1', 'CD'), ('Game', 'NNP'), ('1', 'CD'), ('3pts', 'CD'), ('carcinoid', 'JJ'), ('cancer', 'NN'), ('fighting', 'VBG'), ('sport', 'NN'), ('http', 'NN'), ('//t.co/mpRQop1j', 'NN')]","Sentiment(polarity=-0.4, subjectivity=0.4)",-0.4,0.4,"['season', 'game', '3pts # carcinoid # cancer #', '# sport http']",Reason 3 Week 1 Same 1 its #carcinoma #cancer #fighting #sport http://t.co/mpRQop1j,"['Season', '3', 'Week', '1', 'Game', '1', '3pts', '#', 'carcinoid', '#', 'cancer', '#', 'fighting', '#', 'sport', 'http', ':', '//t.co/mpRQop1j']"
631014769504428032.json,631014769504428032,0,0,0,0,"['#CHARITY', '#QUIZ', '#CANCER', '#NIGHTOUT', '#PLYMOUTH', '#MUSIC', '#SPORT', '#ENTERTAINMENT', '#TV', '#RAFFLE']","#Charity #Quiz for #Cancer Research UK.22 Aug #NightOut #Plymouth #Music, #Sport, #Entertainment, #TV #Raffle. @CR_UK http://t.co/aMg98ZMc8D","['Charity', 'Quiz', 'for', 'Cancer', 'Research', 'UK.22', 'Aug', 'NightOut', 'Plymouth', 'Music', 'Sport', 'Entertainment', 'TV', 'Raffle', 'CR_UK', 'http', 't.co/aMg98ZMc8D']","[Sentence(""#Charity #Quiz for #Cancer Research UK.22 Aug #NightOut #Plymouth #Music, #Sport, #Entertainment, #TV #Raffle.""), Sentence(""@CR_UK http://t.co/aMg98ZMc8D"")]","[('Charity', 'NNP'), ('Quiz', 'NNP'), ('for', 'IN'), ('Cancer', 'NNP'), ('Research', 'NNP'), ('UK.22', 'NNP'), ('Aug', 'NNP'), ('NightOut', 'NNP'), ('Plymouth', 'NNP'), ('Music', 'NNP'), ('Sport', 'NNP'), ('Entertainment', 'NNP'), ('TV', 'NN'), ('Raffle', 'NNP'), ('@', 'JJ'), ('CR_UK', 'NNP'), ('http', 'NN'), ('//t.co/aMg98ZMc8D', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['charity', 'quiz', '# cancer research', 'uk.22 aug', 'nightout', 'plymouth', '# music', 'sport', 'entertainment', '# tv #', 'raffle', 'cr_uk']","#Charity #Ruin for #Cancer Research of.22 Dug #NightOut #Plymouth #Music, #Port, #Entertainment, #of #Baffled. @CR_UK http://t.co/aMg98ZMc8D","['#', 'Charity', '#', 'Quiz', 'for', '#', 'Cancer', 'Research', 'UK.22', 'Aug', '#', 'NightOut', '#', 'Plymouth', '#', 'Music', ',', '#', 'Sport', ',', '#', 'Entertainment', ',', '#', 'TV', '#', 'Raffle', '.', '@', 'CR_UK', 'http', ':', '//t.co/aMg98ZMc8D']"
573046890729771008.json,573046890729771008,1,0,0,0,"['#VIMEO', '#CANCER', '#LUTTE', '#LYON', '#COURIR', '#SPORT', '#ROULER', '#DANSER', '#EXERCICE']","Check out ""Danser pour Elles 2014"" on Vimeo https://t.co/N0CBPtHCry #Vimeo #cancer #lutte #lyon #courir #sport #rouler #danser #exercice","['Check', 'out', 'Danser', 'pour', 'Elles', '2014', 'on', 'Vimeo', 'https', 't.co/N0CBPtHCry', 'Vimeo', 'cancer', 'lutte', 'lyon', 'courir', 'sport', 'rouler', 'danser', 'exercice']","[Sentence(""Check out ""Danser pour Elles 2014"" on Vimeo https://t.co/N0CBPtHCry #Vimeo #cancer #lutte #lyon #courir #sport #rouler #danser #exercice"")]","[('Check', 'VB'), ('out', 'RP'), ('Danser', 'NNP'), ('pour', 'NN'), ('Elles', 'NNS'), ('2014', 'CD'), ('on', 'IN'), ('Vimeo', 'NNP'), ('https', 'NN'), ('//t.co/N0CBPtHCry', 'JJ'), ('Vimeo', 'NNP'), ('cancer', 'NN'), ('lutte', 'JJ'), ('lyon', 'JJ'), ('courir', 'JJ'), ('sport', 'NN'), ('rouler', 'NN'), ('danser', 'RB'), ('exercice', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['danser', 'elles', 'vimeo', '//t.co/n0cbpthcry #', 'vimeo', '# cancer # lutte # lyon # courir # sport # rouler # danser # exercice']","Check out ""Danser pour Miles 2014"" on Time http://t.co/N0CBPtHCry #Time #cancer #butte #lyon #courier #sport #ruler #danser #exercise","['Check', 'out', '``', 'Danser', 'pour', 'Elles', '2014', ""''"", 'on', 'Vimeo', 'https', ':', '//t.co/N0CBPtHCry', '#', 'Vimeo', '#', 'cancer', '#', 'lutte', '#', 'lyon', '#', 'courir', '#', 'sport', '#', 'rouler', '#', 'danser', '#', 'exercice']"
888815397339791360.json,888815397339791360,0,0,0,0,"['#DANCE', '#SOUHILABENLACHHAB', '#PJNET', '#JK', '#민규', '#SPORT', '#CANCER', '#UCHAGUZILOTTO']","Listen 🎧🎶to the best song👇👇
https://t.co/jfawPqDjbf
#dance
#SouhilaBenLachhab
#pjnet
#jk
#민규
#sport
#cancer
#uchaguzilotto
5","['Listen', '🎧🎶to', 'the', 'best', 'song👇👇', 'https', 't.co/jfawPqDjbf', 'dance', 'SouhilaBenLachhab', 'pjnet', 'jk', '민규', 'sport', 'cancer', 'uchaguzilotto', '5']","[Sentence(""Listen 🎧🎶to the best song👇👇
https://t.co/jfawPqDjbf
#dance
#SouhilaBenLachhab
#pjnet
#jk
#민규
#sport
#cancer
#uchaguzilotto
5"")]","[('Listen', 'NNP'), ('🎧🎶to', 'VBZ'), ('the', 'DT'), ('best', 'JJS'), ('song👇👇', 'NN'), ('https', 'NN'), ('//t.co/jfawPqDjbf', 'JJ'), ('dance', 'NN'), ('SouhilaBenLachhab', 'NNP'), ('pjnet', 'NN'), ('jk', 'NN'), ('민규', 'JJ'), ('sport', 'NN'), ('cancer', 'NN'), ('uchaguzilotto', 'JJ'), ('5', 'CD')]","Sentiment(polarity=1.0, subjectivity=0.3)",1.0,0.3,"['listen', 'song👇👇 https', '//t.co/jfawpqdjbf # dance #', 'souhilabenlachhab', '# pjnet # jk # 민규 # sport # cancer # uchaguzilotto']","Listen 🎧🎶to the best song👇👇
http://t.co/jfawPqDjbf
#dance
#SouhilaBenLachhab
#net
#j
#of
#sport
#cancer
#uchaguzilotto
5","['Listen', '🎧🎶to', 'the', 'best', 'song👇👇', 'https', ':', '//t.co/jfawPqDjbf', '#', 'dance', '#', 'SouhilaBenLachhab', '#', 'pjnet', '#', 'jk', '#', '민규', '#', 'sport', '#', 'cancer', '#', 'uchaguzilotto', '5']"
951119932883955712.json,951119932883955712,0,0,0,0,"['#CANCER', '#WALKING', '#SPORT']",Sponsor me by donating to Cancer Research UK #cancer #walking #sport https://t.co/qKzi5d3Jzx,"['Sponsor', 'me', 'by', 'donating', 'to', 'Cancer', 'Research', 'UK', 'cancer', 'walking', 'sport', 'https', 't.co/qKzi5d3Jzx']","[Sentence(""Sponsor me by donating to Cancer Research UK #cancer #walking #sport https://t.co/qKzi5d3Jzx"")]","[('Sponsor', 'NNP'), ('me', 'PRP'), ('by', 'IN'), ('donating', 'VBG'), ('to', 'TO'), ('Cancer', 'NNP'), ('Research', 'NNP'), ('UK', 'NNP'), ('cancer', 'NN'), ('walking', 'VBG'), ('sport', 'NN'), ('https', 'NN'), ('//t.co/qKzi5d3Jzx', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['sponsor', 'cancer research', 'uk', '# cancer #', '# sport https']",Sponsor me by donations to Cancer Research of #cancer #walking #sport http://t.co/qKzi5d3Jzx,"['Sponsor', 'me', 'by', 'donating', 'to', 'Cancer', 'Research', 'UK', '#', 'cancer', '#', 'walking', '#', 'sport', 'https', ':', '//t.co/qKzi5d3Jzx']"
978166544999075840.json,978166544999075840,0,6,0,0,"['#GABRIELEGRUNEWALD', '#CANCER', '#SPORT']","#GabrieleGrunewald   fighter ... sportswoman .... you are an example for all, BIG! @gg_runs #Cancer #Sport @mundodeportivo https://t.co/8N1NcOKgSk https://t.co/AEsEL7DtMs","['GabrieleGrunewald', 'fighter', 'sportswoman', 'you', 'are', 'an', 'example', 'for', 'all', 'BIG', 'gg_runs', 'Cancer', 'Sport', 'mundodeportivo', 'https', 't.co/8N1NcOKgSk', 'https', 't.co/AEsEL7DtMs']","[Sentence(""#GabrieleGrunewald   fighter ... sportswoman .... you are an example for all, BIG!""), Sentence(""@gg_runs #Cancer #Sport @mundodeportivo https://t.co/8N1NcOKgSk https://t.co/AEsEL7DtMs"")]","[('GabrieleGrunewald', 'NNP'), ('fighter', 'NN'), ('sportswoman', 'NN'), ('....', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('an', 'DT'), ('example', 'NN'), ('for', 'IN'), ('all', 'DT'), ('BIG', 'NNP'), ('@', 'JJ'), ('gg_runs', 'NNS'), ('Cancer', 'NNP'), ('Sport', 'NNP'), ('@', 'NNP'), ('mundodeportivo', 'FW'), ('https', 'NN'), ('//t.co/8N1NcOKgSk', 'JJ'), ('https', 'NN'), ('//t.co/AEsEL7DtMs', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,"['gabrielegrunewald', 'fighter ... sportswoman ....', 'big', '@ gg_runs # cancer #', 'sport', '@ mundodeportivo https', '//t.co/8n1ncokgsk https']","#GabrieleGrunewald   fighter ... sportsman .... you are an example for all, BIG! @gg_runs #Cancer #Port @mundodeportivo http://t.co/8N1NcOKgSk http://t.co/AEsEL7DtMs","['#', 'GabrieleGrunewald', 'fighter', '...', 'sportswoman', '....', 'you', 'are', 'an', 'example', 'for', 'all', ',', 'BIG', '!', '@', 'gg_runs', '#', 'Cancer', '#', 'Sport', '@', 'mundodeportivo', 'https', ':', '//t.co/8N1NcOKgSk', 'https', ':', '//t.co/AEsEL7DtMs']"
55639018947358721.json,55639018947358721,0,0,0,0,"['#SPORT', '#NEWS', '#CANCER', '#OVER', '#SKIN', '#WORRIES']",#sport #news Worries over skin cancer in young http://www.sportnewstop.com/?p=22238 #cancer #over #Skin #Worries,"['sport', 'news', 'Worries', 'over', 'skin', 'cancer', 'in', 'young', 'http', 'www.sportnewstop.com', 'p=22238', 'cancer', 'over', 'Skin', 'Worries']","[Sentence(""#sport #news Worries over skin cancer in young http://www.sportnewstop.com/?p=22238 #cancer #over #Skin #Worries"")]","[('sport', 'NN'), ('news', 'NN'), ('Worries', 'NNS'), ('over', 'IN'), ('skin', 'JJ'), ('cancer', 'NN'), ('in', 'IN'), ('young', 'JJ'), ('http', 'NN'), ('//www.sportnewstop.com/', 'NN'), ('p=22238', 'JJ'), ('cancer', 'NN'), ('over', 'IN'), ('Skin', 'NNP'), ('Worries', 'NNS')]","Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,"['# sport # news', 'worries', 'skin cancer', 'young http', 'p=22238 # cancer #', 'skin', 'worries']",#sport #news Worries over skin cancer in young http://www.sportnewstop.com/?p=22238 #cancer #over #Skin #Worries,"['#', 'sport', '#', 'news', 'Worries', 'over', 'skin', 'cancer', 'in', 'young', 'http', ':', '//www.sportnewstop.com/', '?', 'p=22238', '#', 'cancer', '#', 'over', '#', 'Skin', '#', 'Worries']"
204134354144862208.json,204134354144862208,0,0,0,0,"['#ROME', '#BESTOFMAY', '#BESTOFTHEDAY', '#BESTOFDAY', '#SPORT', '#RESEARCH', '#CANCER']",Race for the Cure #rome #bestofmay #bestoftheday #bestofday #sport #research #cancer http://t.co/hodtrh4,"['Race', 'for', 'the', 'Cure', 'rome', 'bestofmay', 'bestoftheday', 'bestofday', 'sport', 'research', 'cancer', 'http', 't.co/hodtrh4']","[Sentence(""Race for the Cure #rome #bestofmay #bestoftheday #bestofday #sport #research #cancer http://t.co/hodtrh4"")]","[('Race', 'NN'), ('for', 'IN'), ('the', 'DT'), ('Cure', 'NNP'), ('rome', 'JJ'), ('bestofmay', 'JJ'), ('bestoftheday', 'JJ'), ('bestofday', 'JJ'), ('sport', 'NN'), ('research', 'NN'), ('cancer', 'NN'), ('http', 'NN'), ('//t.co/hodtrh4', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['cure', '# rome # bestofmay # bestoftheday # bestofday # sport # research # cancer http']",Face for the Sure #rome #bestofmay #bestoftheday #bestofday #sport #research #cancer http://t.co/hodtrh4,"['Race', 'for', 'the', 'Cure', '#', 'rome', '#', 'bestofmay', '#', 'bestoftheday', '#', 'bestofday', '#', 'sport', '#', 'research', '#', 'cancer', 'http', ':', '//t.co/hodtrh4']"
592730314482528256.json,592730314482528256,0,0,0,0,"['#CHARITY', '#RESEARCH', '#AYACANCER', '#SPORT', '#RUN', '#BIKE', '#DUATHLON', '#CANCER', '#CANCERRESEARCH', '#HALIFAX', '#HFX']",we are a new #charity supporting #research on #AYAcancer through #sport. #run #bike #duathlon #cancer #cancerresearch #Halifax #hfx,"['we', 'are', 'a', 'new', 'charity', 'supporting', 'research', 'on', 'AYAcancer', 'through', 'sport', 'run', 'bike', 'duathlon', 'cancer', 'cancerresearch', 'Halifax', 'hfx']","[Sentence(""we are a new #charity supporting #research on #AYAcancer through #sport.""), Sentence(""#run #bike #duathlon #cancer #cancerresearch #Halifax #hfx"")]","[('we', 'PRP'), ('are', 'VBP'), ('a', 'DT'), ('new', 'JJ'), ('charity', 'NN'), ('supporting', 'VBG'), ('research', 'NN'), ('on', 'IN'), ('AYAcancer', 'NNP'), ('through', 'IN'), ('sport', 'NN'), ('run', 'VB'), ('bike', 'NN'), ('duathlon', 'NN'), ('cancer', 'NN'), ('cancerresearch', 'NN'), ('Halifax', 'NNP'), ('hfx', 'NN')]","Sentiment(polarity=0.19318181818181818, subjectivity=0.3522727272727273)",0.19318181818181818,0.3522727272727273,"['new # charity', '# research', 'ayacancer', '# sport', '# run # bike # duathlon # cancer # cancerresearch #', 'halifax', '# hfx']",we are a new #charity supporting #research on #AYAcancer through #sport. #run #bike #duathlon #cancer #cancerresearch #Halifax #of,"['we', 'are', 'a', 'new', '#', 'charity', 'supporting', '#', 'research', 'on', '#', 'AYAcancer', 'through', '#', 'sport', '.', '#', 'run', '#', 'bike', '#', 'duathlon', '#', 'cancer', '#', 'cancerresearch', '#', 'Halifax', '#', 'hfx']"
930499902898978816.json,930499902898978816,1,1,0,1,"['#WRESTLING', '#DETERMINATION', '#SPORT', '#CANCER']",Truly Inspiring. 11th grade athlete who lost his leg to cancer has incredible amounts of determination and perseverance for his sport!  (Via @usatodaysports) #wrestling #determination #sport #Cancer https://t.co/do2owMakUS,"['Truly', 'Inspiring', '11th', 'grade', 'athlete', 'who', 'lost', 'his', 'leg', 'to', 'cancer', 'has', 'incredible', 'amounts', 'of', 'determination', 'and', 'perseverance', 'for', 'his', 'sport', 'Via', 'usatodaysports', 'wrestling', 'determination', 'sport', 'Cancer', 'https', 't.co/do2owMakUS']","[Sentence(""Truly Inspiring.""), Sentence(""11th grade athlete who lost his leg to cancer has incredible amounts of determination and perseverance for his sport!""), Sentence(""(Via @usatodaysports) #wrestling #determination #sport #Cancer https://t.co/do2owMakUS"")]","[('Truly', 'RB'), ('Inspiring', 'NNP'), ('11th', 'CD'), ('grade', 'JJ'), ('athlete', 'NN'), ('who', 'WP'), ('lost', 'VBD'), ('his', 'PRP$'), ('leg', 'NN'), ('to', 'TO'), ('cancer', 'NN'), ('has', 'VBZ'), ('incredible', 'JJ'), ('amounts', 'NNS'), ('of', 'IN'), ('determination', 'NN'), ('and', 'CC'), ('perseverance', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('sport', 'NN'), ('Via', 'NNP'), ('@', 'NNP'), ('usatodaysports', 'NNS'), ('wrestling', 'VBG'), ('determination', 'NN'), ('sport', 'NN'), ('Cancer', 'NNP'), ('https', 'NN'), ('//t.co/do2owMakUS', 'NN')]","Sentiment(polarity=0.75, subjectivity=0.95)",0.75,0.95,"['truly inspiring', '11th grade athlete', 'incredible amounts', 'via', '@ usatodaysports', '# determination # sport # cancer https']",Truly Inspiring. with grade athlete who lost his leg to cancer has incredible amounts of determination and perseverance for his sport!  (Via @usatodaysports) #wresting #determination #sport #Cancer http://t.co/do2owMakUS,"['Truly', 'Inspiring', '.', '11th', 'grade', 'athlete', 'who', 'lost', 'his', 'leg', 'to', 'cancer', 'has', 'incredible', 'amounts', 'of', 'determination', 'and', 'perseverance', 'for', 'his', 'sport', '!', '(', 'Via', '@', 'usatodaysports', ')', '#', 'wrestling', '#', 'determination', '#', 'sport', '#', 'Cancer', 'https', ':', '//t.co/do2owMakUS']"
18563514941.json,18563514941,0,0,0,0,"['#SPORT', '#NEWS', '#BREAST', '#CANCER', '#PINK', '#SOCK']",#sport #news  Thorlo Women's Pink Pad Breast Cancer Sock http://bit.ly/bpReNd #Breast #cancer #Pink #Sock,"['sport', 'news', 'Thorlo', 'Women', ""'s"", 'Pink', 'Pad', 'Breast', 'Cancer', 'Sock', 'http', 'bit.ly/bpReNd', 'Breast', 'cancer', 'Pink', 'Sock']","[Sentence(""#sport #news  Thorlo Women's Pink Pad Breast Cancer Sock http://bit.ly/bpReNd #Breast #cancer #Pink #Sock"")]","[('sport', 'NN'), ('news', 'NN'), ('Thorlo', 'NNP'), ('Women', 'NNP'), (""'s"", 'POS'), ('Pink', 'NNP'), ('Pad', 'NNP'), ('Breast', 'NNP'), ('Cancer', 'NNP'), ('Sock', 'NNP'), ('http', 'NN'), ('//bit.ly/bpReNd', 'JJ'), ('Breast', 'NNP'), ('cancer', 'NN'), ('Pink', 'NNP'), ('Sock', 'NNP')]","Sentiment(polarity=-0.1, subjectivity=0.3)",-0.1,0.3,"['# sport # news', 'thorlo', 'pink pad breast', 'sock', '//bit.ly/bprend #', 'breast', '# cancer #', 'pink', 'sock']",#sport #news  Thorlo Women's Pink Had Breast Cancer Lock http://bit.ly/bpReNd #Breast #cancer #Pink #Lock,"['#', 'sport', '#', 'news', 'Thorlo', 'Women', ""'s"", 'Pink', 'Pad', 'Breast', 'Cancer', 'Sock', 'http', ':', '//bit.ly/bpReNd', '#', 'Breast', '#', 'cancer', '#', 'Pink', '#', 'Sock']"
999198360635691009.json,999198360635691009,2,2,0,0,"['#HOCKEY', '#FIELDHOCKEY', '#CHARITY', '#CANCER', '#CANCERSUCKS', '#SPORT', '#HERO', '#SUPERHERO', '#VILLAIN']",The umpires are getting ready for STICK IT TO CANCER - are you?! Sign up at https://t.co/JFaVVnuui4 #hockey #fieldhockey #charity #cancer #cancersucks #sport #hero #superhero #villain @ScottishHockey https://t.co/YpryZIFXKf,"['The', 'umpires', 'are', 'getting', 'ready', 'for', 'STICK', 'IT', 'TO', 'CANCER', 'are', 'you', 'Sign', 'up', 'at', 'https', 't.co/JFaVVnuui4', 'hockey', 'fieldhockey', 'charity', 'cancer', 'cancersucks', 'sport', 'hero', 'superhero', 'villain', 'ScottishHockey', 'https', 't.co/YpryZIFXKf']","[Sentence(""The umpires are getting ready for STICK IT TO CANCER - are you?!""), Sentence(""Sign up at https://t.co/JFaVVnuui4 #hockey #fieldhockey #charity #cancer #cancersucks #sport #hero #superhero #villain @ScottishHockey https://t.co/YpryZIFXKf"")]","[('The', 'DT'), ('umpires', 'NNS'), ('are', 'VBP'), ('getting', 'VBG'), ('ready', 'JJ'), ('for', 'IN'), ('STICK', 'NNP'), ('IT', 'NNP'), ('TO', 'NNP'), ('CANCER', 'NNP'), ('are', 'VBP'), ('you', 'PRP'), ('Sign', 'NNP'), ('up', 'RP'), ('at', 'IN'), ('https', 'NN'), ('//t.co/JFaVVnuui4', 'JJ'), ('hockey', 'JJ'), ('fieldhockey', 'JJ'), ('charity', 'NN'), ('cancer', 'NN'), ('cancersucks', 'NNS'), ('sport', 'NN'), ('hero', 'NN'), ('superhero', 'NN'), ('villain', 'NN'), ('@', 'NNP'), ('ScottishHockey', 'NNP'), ('https', 'NN'), ('//t.co/YpryZIFXKf', 'NN')]","Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,"['stick it to cancer', 'sign', '//t.co/jfavvnuui4 # hockey # fieldhockey # charity # cancer # cancersucks # sport # hero # superhero # villain @', 'scottishhockey']",The empires are getting ready for STICK of of CANCER - are you?! Sign up at http://t.co/JFaVVnuui4 #hockey #fieldhockey #charity #cancer #cancersucks #sport #hero #superhero #villain @ScottishHockey http://t.co/YpryZIFXKf,"['The', 'umpires', 'are', 'getting', 'ready', 'for', 'STICK', 'IT', 'TO', 'CANCER', '-', 'are', 'you', '?', '!', 'Sign', 'up', 'at', 'https', ':', '//t.co/JFaVVnuui4', '#', 'hockey', '#', 'fieldhockey', '#', 'charity', '#', 'cancer', '#', 'cancersucks', '#', 'sport', '#', 'hero', '#', 'superhero', '#', 'villain', '@', 'ScottishHockey', 'https', ':', '//t.co/YpryZIFXKf']"
19893756041.json,19893756041,0,0,0,0,"['#THYRAX', '#LANCEAMSTRONG', '#CANCER', '#SPORT', '#CFS', '#ME', '#THYROID']",If we have testoteron on the doping list; will we put #Thyrax on the next? #LanceAmstrong #cancer #sport #CFS #ME #thyroid,"['If', 'we', 'have', 'testoteron', 'on', 'the', 'doping', 'list', 'will', 'we', 'put', 'Thyrax', 'on', 'the', 'next', 'LanceAmstrong', 'cancer', 'sport', 'CFS', 'ME', 'thyroid']","[Sentence(""If we have testoteron on the doping list; will we put #Thyrax on the next?""), Sentence(""#LanceAmstrong #cancer #sport #CFS #ME #thyroid"")]","[('If', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('testoteron', 'VBN'), ('on', 'IN'), ('the', 'DT'), ('doping', 'JJ'), ('list', 'NN'), ('will', 'MD'), ('we', 'PRP'), ('put', 'VB'), ('Thyrax', 'NNP'), ('on', 'IN'), ('the', 'DT'), ('next', 'JJ'), ('LanceAmstrong', 'NNP'), ('cancer', 'NN'), ('sport', 'NN'), ('CFS', 'NNP'), ('ME', 'NNP'), ('thyroid', 'NN')]","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,"['thyrax', 'lanceamstrong', '# cancer # sport #', 'cfs', 'me', '# thyroid']",Of we have testoteron on the doing list; will we put #Thorax on the next? #LanceAmstrong #cancer #sport #CFS #of #thyreoid,"['If', 'we', 'have', 'testoteron', 'on', 'the', 'doping', 'list', ';', 'will', 'we', 'put', '#', 'Thyrax', 'on', 'the', 'next', '?', '#', 'LanceAmstrong', '#', 'cancer', '#', 'sport', '#', 'CFS', '#', 'ME', '#', 'thyroid']"
705383346394820608.json,705383346394820608,0,0,0,0,"['#AUSTRALIA', '#SPORT', '#NEWS', '#SARAHTAIT', '#LONDON2012', '#OLYMPIC', '#ROWING', '#MEDALLIST', '#CANCER']","#Australia #Sport #News - So sad #SarahTait, #London2012 #Olympic #rowing #medallist passes away at just 33 https://t.co/Qmywzd7eDQ #Cancer","['Australia', 'Sport', 'News', 'So', 'sad', 'SarahTait', 'London2012', 'Olympic', 'rowing', 'medallist', 'passes', 'away', 'at', 'just', '33', 'https', 't.co/Qmywzd7eDQ', 'Cancer']","[Sentence(""#Australia #Sport #News - So sad #SarahTait, #London2012 #Olympic #rowing #medallist passes away at just 33 https://t.co/Qmywzd7eDQ #Cancer"")]","[('Australia', 'NNP'), ('Sport', 'NNP'), ('News', 'NNP'), ('So', 'RB'), ('sad', 'JJ'), ('SarahTait', 'NNP'), ('London2012', 'NNP'), ('Olympic', 'NNP'), ('rowing', 'VBG'), ('medallist', 'JJ'), ('passes', 'VBZ'), ('away', 'RB'), ('at', 'IN'), ('just', 'RB'), ('33', 'CD'), ('https', 'NNS'), ('//t.co/Qmywzd7eDQ', 'JJ'), ('Cancer', 'NNP')]","Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,"['australia', 'sport', '# news', 'sad #', 'sarahtait', 'london2012', 'olympic #', '# medallist', '//t.co/qmywzd7edq # cancer']","#Australia #Port #News - To sad #SarahTait, #London2012 #Olympic #rowing #medallist passes away at just 33 http://t.co/Qmywzd7eDQ #Cancer","['#', 'Australia', '#', 'Sport', '#', 'News', '-', 'So', 'sad', '#', 'SarahTait', ',', '#', 'London2012', '#', 'Olympic', '#', 'rowing', '#', 'medallist', 'passes', 'away', 'at', 'just', '33', 'https', ':', '//t.co/Qmywzd7eDQ', '#', 'Cancer']"
